customerid,customername,customerrating,totalrides,customerfeedback,location,frequentdropofflocation,age,gender
cust1368,Khushi Sarma,2.0,58,Pariatur cumque atque aliquam.,Colaba,Sion,49,Male
cust1369,Rhea Handa,3.6,1,Quidem error reprehenderit corporis ullam.,Sion,Colaba,60,Female
cust1370,Anaya Shah,2.1,90,Fugit sint dignissimos.,Juhu,Sion,43,Other
cust1371,Yashvi Kibe,1.0,91,Ipsum harum mollitia ratione fuga.,Vashi,Kurla,48,Female
cust1372,Sahil Dugar,2.6,94,Asperiores exercitationem tempora sapiente ducimus.,Vashi,Vashi,22,Other
cust1373,Hridaan Din,1.9,50,Saepe optio odit quae.,Versova,Kandivali,48,Male
cust1374,Inaaya  Sheth,3.3,46,Vel vitae voluptates quidem.,Juhu,Malad,37,Female
cust1375,Amira Rattan,1.2,83,Minima porro voluptates amet.,South Mumbai,Juhu,52,Female
cust1376,Ishaan Mander,1.3,59,Vero tenetur voluptas voluptas quod inventore alias dolorem.,Vashi,Vashi,36,Other
cust1377,Shayak Tak,1.8,71,Totam distinctio amet iusto accusantium esse assumenda.,Colaba,Ghatkopar,60,Male
cust1378,Azad Mand,2.2,50,Aliquam tenetur necessitatibus eaque velit non alias.,Sion,South Mumbai,58,Other
cust1379,Charvi Kant,2.4,11,Explicabo laudantium tenetur earum dignissimos saepe excepturi.,Sion,Malad,46,Other
cust1380,Biju Anand,1.8,5,Hic accusamus accusamus qui quos.,Bandra,Colaba,64,Other
cust1381,Samarth Dani,2.0,50,Quod necessitatibus ea eum sit reiciendis.,South Mumbai,Vashi,52,Other
cust1382,Riya Tella,2.2,69,Quas reiciendis optio consectetur sed porro repellat.,Kandivali,Vashi,46,Male
cust1383,Neysa Walia,1.1,8,Aliquid modi adipisci laudantium.,Juhu,Vashi,64,Male
cust1384,Saanvi Gupta,2.6,28,Quae itaque repellat alias pariatur quam.,Vashi,Malad,60,Other
cust1385,Samiha Dey,2.8,87,Iste excepturi reiciendis nam magni nisi a.,Kandivali,Kandivali,52,Male
cust1386,Oorja Sheth,4.0,30,Eius minus facere consectetur.,Sion,South Mumbai,20,Other
cust1387,Sumer Ratti,1.6,84,Nulla reprehenderit possimus beatae explicabo quaerat iure.,Colaba,Kurla,57,Male
cust1388,Renee Dugal,2.0,84,Doloribus nihil officia eos illo placeat reiciendis.,Dadar,Colaba,29,Other
cust1389,Parinaaz Ramesh,1.2,40,Quod fugit nesciunt dicta similique.,Kandivali,Vashi,24,Female
cust1390,Piya Bhavsar,3.4,76,Natus consequuntur eaque cumque nostrum.,South Mumbai,Kandivali,24,Male
cust1391,Vaibhav Shukla,3.0,79,Neque consequuntur veritatis sapiente iste perspiciatis.,Bandra,South Mumbai,30,Female
cust1392,Lagan Agate,2.3,95,Aperiam sint esse rem.,Malad,Ghatkopar,38,Male
cust1393,Mannat Dar,4.9,74,Maiores ipsa harum necessitatibus sequi praesentium sapiente ipsam.,Thane,Dadar,38,Male
cust1394,Purab Salvi,4.1,76,Adipisci officiis similique saepe magnam quas.,Dadar,Juhu,22,Male
cust1395,Tanya Jha,2.1,97,Nulla dolorem deserunt saepe asperiores explicabo sunt.,Ghatkopar,Dadar,62,Female
cust1396,Tarini Chakraborty,3.2,57,Porro enim cupiditate dignissimos occaecati dolore maiores.,Bandra,Sion,55,Male
cust1397,Prerak Tandon,1.5,81,Maiores amet et.,Borivali,Ghatkopar,28,Male
cust1398,Gatik Dara,4.5,11,Dolores mollitia praesentium qui laboriosam praesentium.,Colaba,Colaba,29,Male
cust1399,Rohan Dixit,3.8,76,Cum at fugit asperiores recusandae.,Sion,Andheri,44,Other
cust1400,Pari Karan,4.2,99,Distinctio adipisci numquam quaerat a quaerat ipsum consequuntur.,Kurla,Versova,26,Male
cust1401,Saksham Viswanathan,1.6,35,Maxime sunt tempora similique magnam nobis hic in.,Thane,Kurla,44,Male
cust1402,Ishita Sathe,4.8,79,Nostrum nesciunt perspiciatis deleniti nobis.,Versova,Colaba,56,Male
cust1403,Eva Dhingra,3.9,79,Error ratione neque laudantium consequatur.,South Mumbai,Malad,37,Female
cust1404,Umang Kumar,2.7,72,Laborum modi labore perspiciatis aut.,Bandra,Bandra,25,Other
cust1405,Adira Batta,4.9,80,Dolores assumenda aut similique voluptatibus.,Juhu,Kandivali,52,Other
cust1406,Sumer Master,1.9,99,Laborum aperiam dicta nisi quaerat.,Malad,Malad,31,Female
cust1407,Azad Bhardwaj,1.2,15,Nobis quia sapiente fugiat aperiam optio.,Vashi,Dadar,61,Female
cust1408,Zeeshan Barad,3.0,21,Minus sapiente repudiandae alias omnis ad.,Malad,Sion,20,Male
cust1409,Abram Ganesh,3.6,37,Voluptate sint fugiat maxime aliquam ratione.,Bandra,Ghatkopar,34,Female
cust1410,Farhan Babu,3.5,98,Eveniet sit vero officia.,Kurla,Colaba,24,Other
cust1411,Ivana Samra,1.2,69,Possimus ipsum exercitationem.,Dadar,Dadar,19,Female
cust1412,Oorja Sekhon,3.1,10,Pariatur alias assumenda saepe pariatur minima hic nostrum.,Sion,Bandra,64,Female
cust1413,Lakshit Chana,3.4,42,Minima repellendus dignissimos illum eligendi in.,Ghatkopar,Bandra,65,Other
cust1414,Alia Thakur,4.6,30,Doloribus blanditiis aliquid fugit unde facilis cum quod.,Vashi,South Mumbai,38,Male
cust1415,Keya Kalita,1.4,95,Possimus aliquid commodi aut sit nostrum reprehenderit beatae.,Ghatkopar,Kandivali,30,Female
cust1416,Khushi Choudhry,4.6,10,Expedita facere ex culpa.,Kurla,Borivali,49,Male
cust1417,Jayesh Goda,4.6,19,Corrupti eveniet accusamus quibusdam cumque.,Bandra,Sion,57,Female
cust1418,Ira Chanda,1.7,48,Officia sed tenetur.,Dadar,Kurla,64,Male
cust1419,Nirvi Tank,3.5,35,Optio beatae excepturi omnis officia neque sed.,Bandra,Juhu,26,Male
cust1420,Aarav Ahluwalia,3.8,8,Inventore provident iusto ut eveniet.,Andheri,Dadar,25,Female
cust1421,Ishaan Chandran,2.8,22,Libero earum explicabo suscipit nesciunt cupiditate maiores.,Vashi,Juhu,32,Female
cust1422,Aayush Edwin,3.4,82,Dolore quas officia maxime amet.,Borivali,Sion,28,Other
cust1423,Kismat Kanda,4.9,30,Voluptatibus illo accusamus nulla illum atque.,South Mumbai,Ghatkopar,51,Female
cust1424,Saira Kaul,4.4,28,Deserunt nemo deserunt illum.,Borivali,Kurla,47,Female
cust1425,Mohanlal Mallick,1.1,55,Dicta officia incidunt consequatur minus deserunt.,Versova,Kandivali,33,Male
cust1426,Adira Ghose,2.3,75,Eum tempora quos animi aut iste.,Bandra,Sion,55,Male
cust1427,Neelofar Chandra,4.7,1,Cupiditate laborum deleniti.,Ghatkopar,Colaba,20,Female
cust1428,Dishani Kumar,3.9,65,Illum dignissimos earum commodi nulla incidunt nostrum.,Colaba,Ghatkopar,51,Female
cust1429,Sumer Sabharwal,2.9,90,Aperiam tenetur commodi est repellat repellat rem.,Kandivali,South Mumbai,46,Female
cust1430,Jivika Rana,2.0,72,Exercitationem quam dolorem alias.,Vashi,Colaba,62,Other
cust1431,Aaina Cherian,2.6,28,Veniam vitae iste dolore sequi dicta ipsam.,Dadar,Juhu,36,Male
cust1432,Indrajit Thakkar,3.6,12,Impedit minus molestias.,Colaba,Kurla,60,Female
cust1433,Jivin Gulati,1.6,59,Tempore neque voluptas hic amet molestiae fugiat.,Kandivali,Borivali,65,Other
cust1434,Manikya Thaker,1.1,59,Minus quis quis optio tempore sint quis consectetur.,Kurla,Vashi,26,Other
cust1435,Jayant Bhatti,2.6,48,Soluta sit recusandae odit blanditiis fugit eveniet.,Malad,Kurla,63,Other
cust1436,Ritvik Brar,1.0,81,Vel aliquam odit illum quis.,South Mumbai,Ghatkopar,62,Female
cust1437,Inaaya  Bahl,3.1,38,Expedita aliquam vitae modi hic fuga numquam.,Ghatkopar,Vashi,35,Other
cust1438,Onkar Sen,4.8,70,Minus voluptatibus illo magni unde sed.,Borivali,Vashi,31,Other
cust1439,Dharmajan Sachar,1.3,43,Quisquam eius mollitia hic sunt maxime illo.,Versova,Sion,21,Other
cust1440,Neelofar Bora,4.8,87,Vel repudiandae quos enim.,Juhu,Sion,21,Male
cust1441,Mishti Butala,2.5,60,Nobis sed in.,Borivali,Colaba,41,Female
cust1442,Lakshay Venkataraman,1.7,72,Cupiditate est ab ad corporis.,Versova,South Mumbai,53,Other
cust1443,Saira Jain,4.1,18,Quibusdam aspernatur ipsam eaque aut quam dolorum.,Juhu,Bandra,52,Male
cust1444,Manjari Barman,3.6,95,Doloremque ullam exercitationem voluptates assumenda veniam.,Vashi,Borivali,62,Male
cust1445,Shanaya Sandal,4.0,98,Sapiente veniam nihil exercitationem doloremque nam neque.,Bandra,Juhu,40,Female
cust1446,Azad Sen,3.0,55,Dolor tempora at maiores nemo.,Andheri,Colaba,22,Female
cust1447,Ryan Khurana,2.4,63,Veniam necessitatibus occaecati molestiae id suscipit consequuntur consectetur.,Thane,Thane,25,Female
cust1448,Trisha Datta,3.8,87,Aliquid mollitia sequi tempora nulla molestiae.,Kandivali,Thane,36,Female
cust1449,Mehul Goel,3.5,87,Commodi minima natus cum.,Versova,Vashi,22,Male
cust1450,Himmat Ghose,4.6,59,Explicabo asperiores libero quaerat.,South Mumbai,South Mumbai,43,Male
cust1451,Nayantara De,2.2,10,Cupiditate ullam alias quis.,South Mumbai,Dadar,35,Male
cust1452,Saksham Bhagat,3.8,64,Eum tempore quas praesentium vel.,Dadar,Kandivali,31,Other
cust1453,Priyansh Batra,4.8,3,Qui quae suscipit quaerat repudiandae iusto explicabo.,Andheri,Ghatkopar,61,Other
cust1454,Zeeshan Kala,4.7,61,Culpa voluptate vitae molestias.,Juhu,Ghatkopar,46,Other
cust1455,Vaibhav Bora,3.6,38,Provident omnis placeat dolores error.,Bandra,South Mumbai,19,Male
cust1456,Kavya Barman,4.3,67,Nobis sint itaque quasi.,Malad,Juhu,44,Other
cust1457,Charvi Balasubramanian,2.4,83,Tenetur ea expedita sunt.,Vashi,Juhu,49,Other
cust1458,Shalv Chopra,3.7,68,Deleniti impedit illum similique quibusdam repellendus.,Kandivali,Thane,46,Female
cust1459,Madhup Chacko,2.2,17,Deserunt asperiores est accusamus.,Sion,Vashi,37,Male
cust1460,Ahana  Gala,4.2,30,Similique dolorum a dignissimos incidunt itaque quidem ab.,Kurla,Juhu,36,Male
cust1461,Aradhya Magar,1.6,37,Cum minima totam quibusdam ex aspernatur ullam.,Kurla,Dadar,57,Male
cust1462,Bhavin Rajagopal,3.8,37,Tenetur nulla necessitatibus animi atque aliquid assumenda.,Dadar,Dadar,63,Other
cust1463,Kashvi Chada,4.6,20,Quaerat aliquam repudiandae iusto nisi earum.,Dadar,Bandra,25,Male
cust1464,Pranay Gulati,5.0,74,Non nisi id dolorum error aliquid recusandae.,Dadar,Kurla,34,Female
cust1465,Ahana  Bora,1.7,72,Quod commodi voluptas qui.,Versova,Colaba,60,Female
cust1466,Kaira Chaudhry,4.9,19,Ea cum repellat quos.,Juhu,Kurla,52,Male
cust1467,Zoya Upadhyay,3.1,16,Laudantium est eveniet reprehenderit perspiciatis blanditiis.,Sion,Colaba,43,Female
cust1468,Anaya Kadakia,4.1,59,Nostrum iste amet cum eos autem recusandae tempora.,Sion,Juhu,27,Male
cust1469,Advik Sheth,4.9,70,Nihil deleniti error vitae amet iure reprehenderit vitae.,Thane,Juhu,59,Other
cust1470,Ivan Dara,2.2,38,Quo architecto facere recusandae quod numquam quaerat praesentium.,Vashi,Borivali,60,Male
cust1471,Abram Biswas,4.2,94,Eum quos eaque incidunt in.,Sion,Sion,46,Female
cust1472,Pranay Agate,3.8,94,Placeat quam enim commodi cupiditate.,Kurla,Sion,20,Male
cust1473,Tiya Chandran,3.7,15,Blanditiis perspiciatis nemo neque eligendi ratione dignissimos magnam.,Andheri,Colaba,43,Other
cust1474,Eshani Sibal,4.4,58,Perspiciatis dignissimos nihil mollitia eum doloribus vel sunt.,Juhu,South Mumbai,38,Male
cust1475,Myra Arya,3.4,25,Temporibus inventore molestias iure commodi assumenda.,Borivali,Thane,32,Female
cust1476,Anaya Bakshi,1.8,11,Possimus ab maiores consequuntur.,Thane,Kandivali,46,Other
cust1477,Raunak Bhardwaj,3.7,12,Consectetur dolores magnam esse.,Thane,Ghatkopar,30,Female
cust1478,Mamooty Chadha,2.3,78,Labore esse quas eaque.,Thane,Colaba,60,Female
cust1479,Shalv Saini,2.6,92,Amet debitis earum doloribus architecto.,Kandivali,Ghatkopar,41,Female
cust1480,Alia Sankaran,2.5,37,Omnis totam magni labore placeat vero itaque.,Juhu,Juhu,37,Female
cust1481,Adah Viswanathan,4.5,12,Fugiat est aspernatur quidem.,Bandra,Versova,46,Other
cust1482,Ishita Krishna,5.0,57,Ipsam voluptatibus aliquam explicabo.,Andheri,Dadar,64,Female
cust1483,Yasmin Khanna,3.9,54,Amet assumenda dolorum consequuntur neque in voluptatum sint.,Dadar,Kandivali,55,Other
cust1484,Krish Upadhyay,1.3,27,Repellat est officiis ad.,Andheri,Kurla,51,Female
cust1485,Umang Gupta,1.3,76,Blanditiis earum placeat quae sunt quia illum.,Vashi,Ghatkopar,23,Male
cust1486,Hridaan Varughese,2.6,35,Consequatur numquam accusantium sed inventore in.,Ghatkopar,Dadar,53,Female
cust1487,Nakul Sagar,3.8,97,Dignissimos eos soluta nihil labore.,Sion,Dadar,30,Male
cust1488,Mishti Dugar,4.3,38,Ducimus quasi aperiam cumque animi id possimus.,Thane,Kurla,20,Female
cust1489,Tara Badami,4.3,39,Iusto qui voluptates aliquam.,Kurla,Thane,65,Female
cust1490,Seher Jani,1.9,1,Ex iusto fugiat libero.,Dadar,Andheri,37,Other
cust1491,Samar Tata,4.3,61,Vero sequi cumque rerum esse quod.,South Mumbai,Malad,60,Female
cust1492,Rasha Chawla,2.7,63,Incidunt facilis saepe a maiores perspiciatis.,Sion,Versova,59,Male
cust1493,Ayesha Dass,1.1,98,Vitae modi quia accusamus laudantium sunt cum.,Andheri,Kurla,22,Other
cust1494,Chirag Sur,4.0,75,Vitae est ullam asperiores harum.,Kurla,Borivali,45,Female
cust1495,Darshit Tara,3.5,61,Error alias eum.,Versova,Kandivali,25,Female
cust1496,Inaaya  Dash,3.1,74,Doloribus odio laboriosam laudantium eius.,Colaba,Kandivali,34,Male
cust1497,Arhaan Chaudhari,3.3,19,Accusantium voluptas nihil quo cupiditate labore cumque.,Juhu,Kurla,62,Male
cust1498,Kashvi Arora,2.4,7,Corporis vitae inventore cupiditate.,Andheri,Juhu,44,Other
cust1499,Khushi Bajwa,4.6,46,Perspiciatis recusandae tempora ipsa ad aperiam.,Colaba,Andheri,36,Other
cust1500,Ahana  Kota,3.6,10,Atque omnis dolore laudantium modi ab architecto.,Thane,Bandra,58,Male
cust1501,Ahana  Vig,4.1,77,Incidunt optio a quod architecto ipsam.,Vashi,Dadar,52,Female
cust1502,Ivana Wable,4.5,88,Reiciendis ea aspernatur porro rerum commodi minus.,Vashi,Andheri,35,Other
cust1503,Anay Mannan,3.8,47,Neque inventore velit.,South Mumbai,Thane,55,Female
cust1504,Aaryahi Rout,4.3,2,Odio voluptatibus vitae explicabo placeat quibusdam.,Dadar,Thane,36,Female
cust1505,Rhea Bandi,4.1,53,Aspernatur eaque ullam amet est vel.,Juhu,Sion,28,Male
cust1506,Samar Raju,1.9,65,Sapiente repudiandae hic dolores corporis suscipit dolore.,Bandra,Kandivali,30,Other
cust1507,Trisha Seth,3.5,68,Quia ratione dolorem quia commodi.,Kandivali,Thane,63,Other
cust1508,Piya Sekhon,3.8,15,Sapiente repellendus eveniet doloremque quo aperiam quisquam hic.,Ghatkopar,Kurla,22,Male
cust1509,Diya Mallick,4.3,3,Sunt ratione perferendis.,Kurla,Juhu,37,Other
cust1510,Raunak Swaminathan,2.5,57,Fuga quisquam doloribus cumque.,Sion,Borivali,51,Female
cust1511,Adira Sekhon,1.7,39,Enim harum temporibus ab.,Colaba,Versova,25,Male
cust1512,Anaya Bahl,1.5,89,Laudantium dolorem a ipsam quaerat minus.,Dadar,Versova,32,Female
cust1513,Dharmajan Karnik,1.5,17,Cum magnam voluptates optio.,South Mumbai,Ghatkopar,62,Male
cust1514,Neelofar Gour,1.3,100,Debitis dolores blanditiis repellendus doloribus maxime non.,Kurla,Vashi,45,Male
cust1515,Ahana  Choudhary,1.8,5,Fuga molestiae cum odit.,Vashi,Malad,50,Other
cust1516,Ritvik Dora,1.2,16,Mollitia voluptates commodi.,Sion,Andheri,20,Male
cust1517,Urvi Gopal,2.2,2,Numquam maiores dicta consequatur consequatur perspiciatis.,Vashi,South Mumbai,25,Other
cust1518,Kartik Sunder,1.8,26,Illum neque fugit.,Dadar,Malad,40,Male
cust1519,Prerak Kala,1.4,96,Occaecati unde occaecati magni.,Andheri,Borivali,40,Female
cust1520,Armaan Dutta,1.6,65,Soluta maiores ab veniam ullam.,Vashi,Versova,57,Male
cust1521,Samar Krish,3.0,9,Consequuntur deleniti dignissimos iure quis dignissimos alias.,South Mumbai,Kandivali,55,Male
cust1522,Mamooty Goswami,3.1,92,Saepe facilis sint nesciunt ipsam dolor.,Bandra,Andheri,28,Other
cust1523,Indranil Korpal,1.0,93,Veritatis natus sunt odio.,South Mumbai,Sion,31,Other
cust1524,Nakul Tank,4.4,61,Minus reiciendis quas a fugit.,Juhu,Versova,55,Male
cust1525,Vivaan Choudhary,2.8,14,Facilis commodi ipsum sit libero expedita enim assumenda.,Dadar,Kandivali,40,Female
cust1526,Divit Dua,2.7,66,Veniam voluptatibus occaecati assumenda veritatis.,Bandra,Ghatkopar,25,Female
cust1527,Alia Dixit,1.5,15,Libero saepe excepturi reiciendis.,Thane,Dadar,49,Female
cust1528,Vardaniya Dutt,3.8,72,Accusantium necessitatibus in iure maiores.,Versova,Colaba,23,Female
cust1529,Aarna Bhatia,3.0,50,Blanditiis non ipsum eius.,Andheri,Kurla,56,Other
cust1530,Neysa Chad,2.2,57,Unde nesciunt deserunt.,Bandra,Thane,44,Female
cust1531,Mehul Chaudhry,4.9,55,Aliquid perspiciatis nam.,Bandra,Kandivali,22,Female
cust1532,Fateh Dani,4.8,48,A provident temporibus ducimus sit aperiam magnam.,Dadar,Colaba,61,Female
cust1533,Sumer Bansal,3.7,51,Quisquam dolor unde recusandae exercitationem ut nemo.,Kurla,Thane,60,Other
cust1534,Urvi Shan,1.3,19,Autem laboriosam ratione fugiat.,Ghatkopar,Ghatkopar,62,Other
cust1535,Sana Doctor,4.9,95,Unde accusantium cupiditate itaque voluptatum.,Sion,Sion,28,Male
cust1536,Kaira Sarna,2.5,26,Id ipsam hic repellendus expedita commodi nisi.,Juhu,Bandra,56,Female
cust1537,Romil Iyer,1.5,55,Eaque deleniti mollitia quisquam.,Versova,Kurla,35,Other
cust1538,Anya Dutt,4.1,76,Error id consequuntur officia quidem.,Andheri,Vashi,59,Female
cust1539,Abram Sundaram,2.4,86,Recusandae quisquam quis iusto exercitationem cum fugiat.,Borivali,Ghatkopar,49,Other
cust1540,Manjari Borra,2.1,99,Possimus ducimus doloribus quis ipsum veritatis.,Kurla,South Mumbai,25,Female
cust1541,Divyansh Chokshi,3.0,30,Cum cumque autem non dolor dolorem tempore.,Malad,Dadar,19,Male
cust1542,Madhup Malhotra,4.0,9,Sed consectetur tempora dolore perspiciatis amet.,Kurla,Malad,19,Male
cust1543,Saanvi Rajan,2.5,87,Vel consectetur nisi pariatur voluptatem nulla.,Juhu,Dadar,37,Other
cust1544,Amira Khosla,3.5,98,Illo architecto rerum modi.,South Mumbai,Malad,51,Female
cust1545,Badal Behl,4.2,26,In saepe illo.,Andheri,Malad,49,Female
cust1546,Riya Gara,3.0,70,Adipisci harum labore suscipit.,Juhu,Vashi,52,Other
cust1547,Sahil Rau,1.1,98,Veritatis id voluptatibus sapiente rerum magnam vitae.,Colaba,Ghatkopar,25,Female
cust1548,Sahil Kunda,2.8,49,Atque eum iste alias perspiciatis non.,Kurla,Kurla,20,Male
cust1549,Shray Walla,1.7,85,Placeat distinctio laborum labore earum.,Kandivali,Vashi,37,Other
cust1550,Dhanush Wali,1.7,56,Omnis officiis quos cum quidem voluptatem fugit.,Dadar,Andheri,63,Female
cust1551,Keya Gandhi,2.9,15,Dolore sapiente est natus accusantium optio nobis.,Borivali,Malad,49,Other
cust1552,Riya Contractor,3.2,70,Atque nihil voluptatum.,Borivali,Kurla,48,Other
cust1553,Sahil Devi,4.4,65,Doloribus sapiente quae fuga perspiciatis officiis eos laudantium.,Colaba,Ghatkopar,34,Female
cust1554,Dhanuk Srivastava,3.4,49,Rem explicabo aliquam voluptas sapiente adipisci nostrum suscipit.,Borivali,Malad,40,Female
cust1555,Tanya Jayaraman,2.3,4,Id autem impedit illum dolores officia.,Borivali,Colaba,26,Female
cust1556,Shalv Upadhyay,2.4,95,Optio vero id neque soluta maxime.,Borivali,Colaba,58,Female
cust1557,Samiha Sen,2.5,55,Doloremque veritatis aut culpa quis enim.,Juhu,Juhu,44,Female
cust1558,Kiara Swamy,1.2,32,Nulla quibusdam unde quod distinctio.,Bandra,Bandra,59,Female
cust1559,Navya Kala,3.4,89,Veniam porro recusandae adipisci.,South Mumbai,Kandivali,37,Male
cust1560,Navya Gera,2.4,3,Saepe labore vitae suscipit dolore tenetur laborum.,Thane,Juhu,20,Female
cust1561,Shamik Buch,3.6,55,Magni nihil illum dignissimos.,Borivali,Thane,44,Female
cust1562,Ivan Vaidya,1.1,61,Ut doloribus adipisci est molestias.,Borivali,Colaba,38,Female
cust1563,Stuvan Grover,3.3,42,Dolores quae occaecati necessitatibus ratione reiciendis deserunt.,Borivali,South Mumbai,49,Male
cust1564,Anya Kota,3.8,27,Asperiores labore voluptatibus debitis.,Juhu,Kurla,50,Other
cust1565,Divyansh Thaman,2.4,79,Quidem totam temporibus delectus accusantium.,Andheri,Juhu,45,Male
cust1566,Kimaya Kara,3.0,10,Corporis tempora enim eum aut ducimus vel fuga.,Kandivali,Kandivali,52,Male
cust1567,Biju Deol,2.1,7,Quasi repellat eaque ipsam animi non.,Andheri,Borivali,43,Male
cust1568,Sahil Tak,3.5,12,Dicta enim dolores omnis.,Versova,Kandivali,55,Male
cust1569,Lakshay Chahal,3.4,35,Omnis cum laboriosam repudiandae nemo quo.,South Mumbai,Borivali,51,Female
cust1570,Himmat Khosla,2.7,45,Dignissimos in omnis aliquam voluptates.,Vashi,South Mumbai,59,Female
cust1571,Neelofar Varty,3.0,39,Dignissimos non commodi quod tempora quas.,Ghatkopar,Malad,52,Female
cust1572,Ishita Comar,1.8,52,Aspernatur dicta voluptatibus dolores provident quas tempora.,Andheri,Borivali,50,Female
cust1573,Bhamini Kota,3.7,71,Blanditiis aperiam nesciunt unde pariatur fugit amet.,Dadar,Sion,19,Other
cust1574,Farhan Sem,3.8,24,Expedita quod consequatur asperiores voluptatibus soluta molestias.,Borivali,Kurla,31,Other
cust1575,Kiaan Bhatt,4.8,96,Sequi deleniti dolor tempore laboriosam sint laborum saepe.,Kurla,Andheri,58,Other
cust1576,Jivika Bala,4.2,99,A repellat culpa perferendis.,Sion,Ghatkopar,54,Other
cust1577,Trisha Sangha,3.5,67,Nihil exercitationem saepe architecto dicta fugit.,Bandra,Juhu,47,Male
cust1578,Nirvi Shankar,2.0,96,Architecto adipisci ipsum quas quo laborum voluptatum officiis.,Malad,Vashi,37,Female
cust1579,Onkar Sabharwal,2.6,9,Quos nostrum modi illum.,Malad,Bandra,44,Female
cust1580,Dhanuk Bobal,4.3,83,Mollitia similique maiores quaerat ratione fugiat porro.,Dadar,Andheri,61,Other
cust1581,Aaina Chaudhry,1.9,31,Inventore iusto suscipit.,South Mumbai,Dadar,30,Male
cust1582,Kiara Mani,2.0,40,A labore accusantium voluptatibus.,Kurla,Kurla,53,Female
